id_stasiun,nama,kota,provinsi,p3e,waktu,time_z,lat,lon,tipe_text,is_maintenance,t_pm25,a_pm25,c_pm25,t_pm10,a_pm10,t_so2,t_co,t_o3,t_no2,waktu_utc,pm25_ugm3,sumber_label,i,j,cell_id,diambil_utc
KABUPATEN_TEBO,Kabupaten Tebo,Kabupaten Tebo,Jambi,Sumatera,2026-08-03 00:00:00,WIB,-1.4674299955368042,102.43599700927734,KLH/BPLH,0,,,,,,3.0,5.0,,40.0,2026-08-02 17:00:00,,kosong,177,228,17700228,2026-08-02 17:05:51
KABUPATEN_TUBAN,Kabupaten Tuban,Kabupaten Tuban,Jawa TImur,Jawa,2026-08-03 00:00:00,WIB,-6.895209789276123,112.03900146484376,KLH/BPLH,0,65.0,27.03,2.0,64.0,36.09,0.0,0.0,0.0,0.0,2026-08-02 17:00:00,27.03,ISPU-langsung,408,98,40800098,2026-08-02 17:05:51
KBN_MARUNDA,KBN Marunda Jakarta Utara,Jakarta Utara,DKI Jakarta,Jawa,2026-08-03 00:00:00,WIB,-6.108980178833008,106.94400024414062,INTEGRASI,0,59.0,22.02,2.0,67.0,39.45,50.0,22.0,56.0,3.0,2026-08-02 17:00:00,22.02,ISPU-langsung,286,117,28600117,2026-08-02 17:05:51
KENDARI,Kendari Mandonga,Kendari,Sulawesi Tenggara,Sulawesi_Maluku,2026-08-03 01:00:00,WITA,-3.975500106811523,122.5199966430664,KLH/BPLH,0,33.0,9.85,1.0,23.0,9.85,3.0,21.0,43.0,37.0,2026-08-02 17:00:00,9.85,ISPU-langsung,659,168,65900168,2026-08-02 17:05:51
KIK2_PT_KSP,PT Krakatau Sarana Properti,Cilegon,Banten,Jawa,2026-08-03 00:00:00,WIB,-6.020979881286621,105.97000122070312,INTEGRASI,0,53.0,17.51,2.0,52.0,22.78,29.0,14.0,38.0,31.0,2026-08-02 17:00:00,17.51,ISPU-langsung,262,119,26200119,2026-08-02 17:05:51
KOTA_BONTANG,Kota Bontang Tanjung Laut,Kota Bontang,Kalimantan Timur,Kalimantan,2026-08-03 00:00:00,WIB,0.1224099993705749,117.48600006103516,KLH/BPLH,0,0.0,0.01,1.0,0.0,0.01,0.0,0.0,0.0,0.0,2026-08-02 17:00:00,0.01,ISPU-langsung,539,266,53900266,2026-08-02 17:05:51
KOTA_CILEGON,Kota Cilegon Pulomerak,Cilegon,Banten,Jawa,2026-08-03 00:00:00,WIB,-5.920650005340576,106.00700378417967,KLH/BPLH,0,69.0,30.52,2.0,76.0,48.86,5.0,5.0,1.0,59.0,2026-08-02 17:00:00,30.52,ISPU-langsung,263,121,26300121,2026-08-02 17:05:51
KOTA_MADIUN,Kota Madiun Taman,Madiun,Jawa Timur,Jawa,2026-08-03 00:00:00,WIB,-7.6532697677612305,111.52300262451172,KLH/BPLH,0,42.0,12.47,1.0,30.0,12.54,13.0,11.0,27.0,38.0,2026-08-02 17:00:00,12.47,ISPU-langsung,395,80,39500080,2026-08-02 17:05:51
KOTA_MOJOKERTO,Kota Mojokerto Magersari,Mojokerto,Jawa Timur,Jawa,2026-08-03 00:00:00,WIB,-7.4712300300598145,112.44100189208984,KLH/BPLH,0,35.0,10.65,1.0,32.0,13.6,6.0,5.0,11.0,15.0,2026-08-02 17:00:00,10.65,ISPU-langsung,417,84,41700084,2026-08-02 17:05:51
KOTA_PRABUMULIH,Kota Prabumulih,Prabumulih,Sumatera Selatan,Sumatera,2026-08-03 00:00:00,WIB,-3.3689000606536865,104.30599975585938,KLH/BPLH,0,84.0,41.92,2.0,80.0,53.35,37.0,9.0,1.0,112.0,2026-08-02 17:00:00,41.92,ISPU-langsung,222,183,22200183,2026-08-02 17:05:51
KOTA_PROBOLINGGO,Kota Probolinggo Kedopok,Kota Probolinggo,Jawa Timur,Jawa,2026-08-03 00:00:00,WIB,-7.788430213928223,113.20999908447266,KLH/BPLH,0,72.0,32.47,2.0,71.0,43.47,11.0,3.0,36.0,18.0,2026-08-02 17:00:00,32.47,ISPU-langsung,436,77,43600077,2026-08-02 17:05:51
KOTA_TARAKAN,Kota Tarakan Pamusian,Kota Tarakan,Kalimantan Utara,Kalimantan,2026-08-03 00:00:00,WIB,3.310699939727783,117.60099792480467,KLH/BPLH,0,53.0,17.12,2.0,64.0,36.38,2.0,4.0,30.0,41.0,2026-08-02 17:00:00,17.12,ISPU-langsung,541,343,54100343,2026-08-02 17:05:51
LAMPUNG,Bandar Lampung Talang,Bandar Lampung,Lampung,Sumatera,2026-08-03 00:00:00,WIB,-5.4417901039123535,105.25599670410156,KLH/BPLH,0,91.0,48.11,2.0,111.0,86.46,27.0,10.0,8.0,54.0,2026-08-02 17:00:00,48.11,ISPU-langsung,245,133,24500133,2026-08-02 17:05:51
MAKASSAR,Makassar Ujung Pandang,Makassar,Sulawesi Selatan,Sulawesi_Maluku,2026-08-03 01:00:00,WITA,-5.135849952697754,119.41400146484376,KLH/BPLH,0,67.0,28.87,2.0,81.0,54.26,70.0,0.0,11.0,78.0,2026-08-02 17:00:00,28.87,ISPU-langsung,585,140,58500140,2026-08-02 17:05:51
MALANG,Malang Taman Riau,Malang,Jawa Timur,Jawa,2026-08-03 00:00:00,WIB,-7.991559982299805,112.62899780273438,KLH/BPLH,0,24.0,7.17,1.0,51.0,21.92,14.0,6.0,5.0,48.0,2026-08-02 17:00:00,7.17,ISPU-langsung,422,72,42200072,2026-08-02 17:05:51
MANOKWARI,Manokwari Gn. Sowi,Manokwari,Papua Barat,Papua,2026-08-03 02:00:00,WIT,-0.8900089859962463,134.03900146484375,KLH/BPLH,0,43.0,13.0,1.0,65.0,37.11,39.0,41.0,61.0,91.0,2026-08-02 17:00:00,13.0,ISPU-langsung,936,242,93600242,2026-08-02 17:05:51
MATARAM,Mataram Sekarbela,Mataram,Nusa Tenggara Barat,BALI DAN NUSA TENGGARA,2026-08-03 01:00:00,WITA,-8.590279579162598,116.09400177001952,KLH/BPLH,0,78.0,37.71,2.0,0.0,0.0,0.0,23.0,,2.0,2026-08-02 17:00:00,37.71,ISPU-langsung,505,57,50500057,2026-08-02 17:05:51
PONTIANAK,Pontianak Tenggara,Pontianak,Kalimantan Barat,Kalimanatan,2026-08-03 00:00:00,WIB,-0.0310900006443262,109.3219985961914,KLH/BPLH,0,80.0,39.02,2.0,71.0,43.92,47.0,8.0,16.0,27.0,2026-08-02 17:00:00,39.02,ISPU-langsung,343,263,34300263,2026-08-02 17:05:51
SAMARINDA,Samarinda Taman Segiri,Samarinda,Kalimantan Timur,Kalimanatan,2026-08-03 01:00:00,WITA,-0.4890739917755127,117.14700317382812,KLH/BPLH,0,23.0,7.0,1.0,43.0,18.0,43.0,33.0,55.0,65.0,2026-08-02 17:00:00,7.0,ISPU-langsung,530,252,53000252,2026-08-02 17:05:51
SEMARANG,Semarang Mijen,Semarang,Jawa Tengah,Jawa,2026-08-03 00:00:00,WIB,-7.076240062713623,110.30999755859376,KLH/BPLH,0,7.0,2.23,1.0,5.0,1.92,55.0,73.0,66.0,20.0,2026-08-02 17:00:00,2.23,ISPU-langsung,366,94,36600094,2026-08-02 17:05:51
SERANG,Serang Sumurpecung,Serang,Banten,Jawa,2026-08-03 00:00:00,WIB,-6.119740009307861,106.17400360107422,KLH/BPLH,0,84.0,42.36,2.0,86.0,60.36,51.0,27.0,54.0,91.0,2026-08-02 17:00:00,42.36,ISPU-langsung,267,117,26700117,2026-08-02 17:05:51
SOLO,Solo Manahan,Solo,Jawa Tengah,Jawa,2026-08-03 00:00:00,WIB,-7.554540157318115,110.80599975585938,KLH/BPLH,0,34.0,10.06,1.0,24.0,10.21,66.0,29.0,2.0,4.0,2026-08-02 17:00:00,10.06,ISPU-langsung,378,82,37800082,2026-08-02 17:05:51
SURABAYA,Surabaya Tandes,Surabaya,Jawa Timur,Jawa,2026-08-03 00:00:00,WIB,-7.258999824523926,112.6780014038086,KLH/BPLH,0,41.0,12.21,1.0,37.0,15.73,22.0,1.0,8.0,62.0,2026-08-02 17:00:00,12.21,ISPU-langsung,423,89,42300089,2026-08-02 17:05:51
TANGERANG_BENTENG_BETAWI,Tangerang Benteng  Betawi,Tangerang,Banten,Jawa,2026-08-03 00:00:00,WIB,-6.175670146942139,106.6449966430664,INTEGRASI,0,57.0,20.21,2.0,72.0,44.88,26.0,146.0,5.0,46.0,2026-08-02 17:00:00,20.21,ISPU-langsung,278,115,27800115,2026-08-02 17:05:51
TANGERANG_KALI_PASIR,Tangerang Kali Pasir,Tangerang,Banten,Jawa,2026-08-03 00:00:00,WIB,-6.1873698234558105,106.63300323486328,INTEGRASI,0,52.0,16.27,2.0,80.0,53.21,30.0,51.0,17.0,58.0,2026-08-02 17:00:00,16.27,ISPU-langsung,278,115,27800115,2026-08-02 17:05:51
TANGERANG_KARANG_TENGAH,Tangerang Karang Tengah,Tangerang,Banten,Jawa,2026-08-03 00:00:00,WIB,-6.209839820861816,106.70500183105467,INTEGRASI,0,66.0,28.04,2.0,99.0,74.27,80.0,50.0,25.0,108.0,2026-08-02 17:00:00,28.04,ISPU-langsung,280,114,28000114,2026-08-02 17:05:51
TANGERANG_SELATAN,Tangerang Selatan Serpong,Tangerang Selatan,Banten,Jawa,2026-08-03 00:00:00,WIB,-6.298188209533691,106.66710662841795,KLH/BPLH,0,113.0,67.44,3.0,95.0,69.79,0.0,25.0,,74.0,2026-08-02 17:00:00,67.44,ISPU-langsung,279,112,27900112,2026-08-02 17:05:51
TERNATE,Ternate Marikurubu,Ternate,Maluku Utara,Sulawesi_Maluku,2026-08-03 02:00:00,WIT,0.7872629761695862,127.3740005493164,KLH/BPLH,0,20.0,6.07,1.0,30.0,12.43,0.0,0.0,0.0,0.0,2026-08-02 17:00:00,6.07,ISPU-langsung,776,282,77600282,2026-08-02 17:05:51
